periode_pengujian,nama_lokasi,parameter,satuan,nilai,indeks_pencemaran
Periode 1, Bambu Apus ,Ph,(mg/L),7.2,0.64
Periode 1, Bambu Apus ,Seng (Zn),(mg/L),0.01,0.64
Periode 1, Bambu Apus ,Sulfat,(mg/L),5.36,0.64
Periode 1, Bambu Apus ,Senyawa Aktif Biru Metilen,(mg/L),0.04,0.64
Periode 1, Bambu Apus ,Organik (KMnO4),(mg/L),0.06,0.64
Periode 1, Bambu Apus ,Suhu,(Celcius),24.1,0.64
Periode 1, Bambu Apus ,Bakteri Koli,(Jlm/100mL),0,0.64
Periode 1, Ceger ,Zat Padat Terlarut,(mg/L),88.1,0.67
Periode 1, Ceger ,Kekeruhan,NTU,0.3,0.67
Periode 1, Ceger ,Besi (Fe),(mg/L),0.08,0.67
Periode 1, Ceger ,Fluorida,(mg/L),0.05,0.67
Periode 1, Ceger ,Total Hardness,(mg/L),54.17,0.67
Periode 1, Ceger ,Chlorida,(mg/L),20.33,0.67
Periode 1, Ceger ,Mangan (Mn),(mg/L),0.06,0.67
Periode 1, Ceger ,Nitrat,(mg/L),2.29,0.67
Periode 1, Ceger ,Nitrit,(mg/L),0.005,0.67
Periode 1, Ceger ,Ph,(mg/L),7.4,0.67
Periode 1, Ceger ,Seng (Zn),(mg/L),0.03,0.67
Periode 1, Ceger ,Sulfat,(mg/L),4.33,0.67
Periode 1, Ceger ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.67
Periode 1, Ceger ,Organik (KMnO4),(mg/L),0.74,0.67
Periode 1, Ceger ,Suhu,(Celcius),24.1,0.67
Periode 1, Ceger ,Bakteri Koli,(Jlm/100mL),0,0.67
Periode 1, susukan ,Zat Padat Terlarut,(mg/L),440,1.75
Periode 1, susukan ,Kekeruhan,NTU,0.6,1.75
Periode 1, susukan ,Besi (Fe),(mg/L),0.11,1.75
Periode 1, susukan ,Fluorida,(mg/L),0.34,1.75
Periode 1, susukan ,Total Hardness,(mg/L),59.57,1.75
Periode 1, susukan ,Chlorida,(mg/L),70.83,1.75
Periode 1, susukan ,Mangan (Mn),(mg/L),0.07,1.75
Periode 1, susukan ,Nitrat,(mg/L),0.05,1.75
Periode 1, susukan ,Nitrit,(mg/L),0.007,1.75
Periode 1, susukan ,Ph,(mg/L),8.4,1.75
Periode 1, susukan ,Seng (Zn),(mg/L),0.02,1.75
Periode 1, susukan ,Sulfat,(mg/L),52.92,1.75
Periode 1, susukan ,Senyawa Aktif Biru Metilen,(mg/L),0.12,1.75
Periode 1, susukan ,Organik (KMnO4),(mg/L),5.63,1.75
Periode 1, susukan ,Suhu,(Celcius),21.5,1.75
Periode 1, susukan ,Bakteri Koli,(Jlm/100mL),"5,5 x 105",1.75
Periode 1, Cilangkap ,Zat Padat Terlarut,(mg/L),97.1,1.44
Periode 1, Cilangkap ,Kekeruhan,NTU,0.1,1.44
Periode 1, Cilangkap ,Besi (Fe),(mg/L),0.08,1.44
Periode 1, Cilangkap ,Fluorida,(mg/L),0.05,1.44
Periode 1, Cilangkap ,Total Hardness,(mg/L),59.57,1.44
Periode 1, Cilangkap ,Chlorida,(mg/L),28.27,1.44
Periode 1, Cilangkap ,Mangan (Mn),(mg/L),0.63,1.44
Periode 1, Cilangkap ,Nitrat,(mg/L),2.66,1.44
Periode 1, Cilangkap ,Nitrit,(mg/L),0.004,1.44
Periode 1, Cilangkap ,Ph,(mg/L),4.6,1.44
Periode 1, Cilangkap ,Seng (Zn),(mg/L),0.09,1.44
Periode 1, Cilangkap ,Sulfat,(mg/L),12.27,1.44
Periode 1, Cilangkap ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.44
Periode 1, Cilangkap ,Organik (KMnO4),(mg/L),0.06,1.44
Periode 1, Cilangkap ,Suhu,(Celcius),23.9,1.44
Periode 1, Cilangkap ,Bakteri Koli,(Jlm/100mL),0,1.44
Periode 1, Cipayung ,Zat Padat Terlarut,(mg/L),98,1.00
Periode 1, Cipayung ,Kekeruhan,NTU,8.8,1.00
Periode 1, Cipayung ,Besi (Fe),(mg/L),0.23,1.00
Periode 1, Cipayung ,Fluorida,(mg/L),0.05,1.00
Periode 1, Cipayung ,Total Hardness,(mg/L),102.13,1.00
Periode 1, Cipayung ,Chlorida,(mg/L),3.47,1.00
Periode 1, Cipayung ,Mangan (Mn),(mg/L),0.05,1.00
Periode 1, Cipayung ,Nitrat,(mg/L),0,1.00
Periode 1, Cipayung ,Nitrit,(mg/L),0.006,1.00
Periode 1, Cipayung ,Ph,(mg/L),7,1.00
Periode 1, Cipayung ,Seng (Zn),(mg/L),0.01,1.00
Periode 1, Cipayung ,Sulfat,(mg/L),6.99,1.00
Periode 1, Cipayung ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.00
Periode 1, Cipayung ,Organik (KMnO4),(mg/L),0.71,1.00
Periode 1, Cipayung ,Suhu,(Celcius),23.8,1.00
Periode 1, Cipayung ,Bakteri Koli,(Jlm/100mL),0,1.00
Periode 1, Lubang Buaya ,Zat Padat Terlarut,(mg/L),256,1.70
Periode 1, Lubang Buaya ,Kekeruhan,NTU,0.5,1.70
Periode 1, Lubang Buaya ,Besi (Fe),(mg/L),0.08,1.70
Periode 1, Lubang Buaya ,Fluorida,(mg/L),0.13,1.70
Periode 1, Lubang Buaya ,Total Hardness,(mg/L),251.06,1.70
Periode 1, Lubang Buaya ,Chlorida,(mg/L),44.63,1.70
Periode 1, Lubang Buaya ,Mangan (Mn),(mg/L),0.05,1.70
Periode 1, Lubang Buaya ,Nitrat,(mg/L),4.61,1.70
Periode 1, Lubang Buaya ,Nitrit,(mg/L),0.134,1.70
Periode 1, Lubang Buaya ,Ph,(mg/L),7,1.70
Periode 1, Lubang Buaya ,Seng (Zn),(mg/L),0.01,1.70
Periode 1, Lubang Buaya ,Sulfat,(mg/L),30.19,1.70
Periode 1, Lubang Buaya ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.70
Periode 1, Lubang Buaya ,Organik (KMnO4),(mg/L),0.06,1.70
Periode 1, Lubang Buaya ,Suhu,(Celcius),23.8,1.70
Periode 1, Lubang Buaya ,Bakteri Koli,(Jlm/100mL),"4,8 x 107",1.70
Periode 1, Munjul ,Zat Padat Terlarut,(mg/L),60.5,0.47
Periode 1, Munjul ,Kekeruhan,NTU,0.1,0.47
Periode 1, Munjul ,Besi (Fe),(mg/L),0.08,0.47
Periode 1, Munjul ,Fluorida,(mg/L),0.05,0.47
Periode 1, Munjul ,Total Hardness,(mg/L),76.6,0.47
Periode 1, Munjul ,Chlorida,(mg/L),8.93,0.47
Periode 1, Munjul ,Mangan (Mn),(mg/L),0.05,0.47
Periode 1, Munjul ,Nitrat,(mg/L),0.39,0.47
Periode 1, Munjul ,Nitrit,(mg/L),0.005,0.47
Periode 1, Munjul ,Ph,(mg/L),6.5,0.47
Periode 1, Munjul ,Seng (Zn),(mg/L),0.01,0.47
Periode 1, Munjul ,Sulfat,(mg/L),4.86,0.47
Periode 1, Munjul ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.47
Periode 1, Munjul ,Organik (KMnO4),(mg/L),0.06,0.47
Periode 1, Munjul ,Suhu,(Celcius),24,0.47
Periode 1, Munjul ,Bakteri Koli,(Jlm/100mL),0,0.47
Periode 1, Pondok Ranggon ,Zat Padat Terlarut,(mg/L),87.2,0.76
Periode 1, Pondok Ranggon ,Kekeruhan,NTU,0.2,0.76
Periode 1, Pondok Ranggon ,Besi (Fe),(mg/L),0.08,0.76
Periode 1, Pondok Ranggon ,Fluorida,(mg/L),0.05,0.76
Periode 1, Pondok Ranggon ,Total Hardness,(mg/L),106.38,0.76
Periode 1, Pondok Ranggon ,Chlorida,(mg/L),12.4,0.76
Periode 1, Pondok Ranggon ,Mangan (Mn),(mg/L),0.05,0.76
Periode 1, Pondok Ranggon ,Nitrat,(mg/L),2.89,0.76
Periode 1, Pondok Ranggon ,Nitrit,(mg/L),0.003,0.76
Periode 1, Pondok Ranggon ,Ph,(mg/L),6.5,0.76
Periode 1, Pondok Ranggon ,Seng (Zn),(mg/L),0.01,0.76
Periode 1, Pondok Ranggon ,Sulfat,(mg/L),5.04,0.76
Periode 1, Pondok Ranggon ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.76
Periode 1, Pondok Ranggon ,Organik (KMnO4),(mg/L),0.06,0.76
Periode 1, Pondok Ranggon ,Suhu,(Celcius),23.9,0.76
Periode 1, Pondok Ranggon ,Bakteri Koli,(Jlm/100mL),0,0.76
Periode 1, Setu ,Zat Padat Terlarut,(mg/L),128,0.85
Periode 1, Setu ,Kekeruhan,NTU,0.1,0.85
Periode 1, Setu ,Besi (Fe),(mg/L),0.16,0.85
Periode 1, Setu ,Fluorida,(mg/L),0.05,0.85
Periode 1, Setu ,Total Hardness,(mg/L),119.15,0.85
Periode 1, Setu ,Chlorida,(mg/L),22.31,0.85
Periode 1, Setu ,Mangan (Mn),(mg/L),0.05,0.85
Periode 1, Setu ,Nitrat,(mg/L),2.3,0.85
Periode 1, Setu ,Nitrit,(mg/L),0.011,0.85
Periode 1, Setu ,Ph,(mg/L),6.6,0.85
Periode 1, Setu ,Seng (Zn),(mg/L),0.02,0.85
Periode 1, Setu ,Sulfat,(mg/L),6.2,0.85
Periode 1, Setu ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.85
Periode 1, Setu ,Organik (KMnO4),(mg/L),0.04,0.85
Periode 1, Setu ,Suhu,(Celcius),23.8,0.85
Periode 1, Setu ,Bakteri Koli,(Jlm/100mL),0,0.85
Periode 1, Cideng ,Zat Padat Terlarut,(mg/L),456,1.83
Periode 1, Cideng ,Kekeruhan,NTU,0.2,1.83
Periode 1, Cideng ,Besi (Fe),(mg/L),0.15,1.83
Periode 1, Cideng ,Fluorida,(mg/L),0.48,1.83
Periode 1, Cideng ,Total Hardness,(mg/L),51.06,1.83
Periode 1, Cideng ,Chlorida,(mg/L),47.56,1.83
Periode 1, Cideng ,Mangan (Mn),(mg/L),0.05,1.83
Periode 1, Cideng ,Nitrat,(mg/L),0.12,1.83
Periode 1, Cideng ,Nitrit,(mg/L),0.003,1.83
Periode 1, Cideng ,Ph,(mg/L),8.3,1.83
Periode 1, Cideng ,Seng (Zn),(mg/L),0.01,1.83
Periode 1, Cideng ,Sulfat,(mg/L),54.1,1.83
Periode 1, Cideng ,Senyawa Aktif Biru Metilen,(mg/L),0.05,1.83
Periode 1, Cideng ,Organik (KMnO4),(mg/L),5.93,1.83
Periode 1, Cideng ,Suhu,(Celcius),22.1,1.83
Periode 1, Cideng ,Bakteri Koli,(Jlm/100mL),100,1.83
Periode 1, Duri Pulo ,Zat Padat Terlarut,(mg/L),1970,12.4
Periode 1, Duri Pulo ,Kekeruhan,NTU,12.5,12.4
Periode 1, Duri Pulo ,Besi (Fe),(mg/L),1.97,12.4
Periode 1, Duri Pulo ,Fluorida,(mg/L),0.82,12.4
Periode 1, Duri Pulo ,Total Hardness,(mg/L),353.19,12.4
Periode 1, Duri Pulo ,Chlorida,(mg/L),657.69,12.4
Periode 1, Duri Pulo ,Mangan (Mn),(mg/L),0.06,12.4
Periode 1, Duri Pulo ,Nitrat,(mg/L),0.13,12.4
Periode 1, Duri Pulo ,Nitrit,(mg/L),0.007,12.4
Periode 1, Duri Pulo ,Ph,(mg/L),8.3,12.4
Periode 1, Duri Pulo ,Seng (Zn),(mg/L),0.02,12.4
Periode 1, Duri Pulo ,Sulfat,(mg/L),11.54,12.4
Periode 1, Duri Pulo ,Senyawa Aktif Biru Metilen,(mg/L),0.03,12.4
Periode 1, Duri Pulo ,Organik (KMnO4),(mg/L),54.31,12.4
Periode 1, Duri Pulo ,Suhu,(Celcius),22.2,12.4
Periode 1, Duri Pulo ,Bakteri Koli,(Jlm/100mL),500,12.4
Periode 1, Kebon Pala ,Zat Padat Terlarut,(mg/L),170,1.51
Periode 1, Kebon Pala ,Kekeruhan,NTU,0.8,1.51
Periode 1, Kebon Pala ,Besi (Fe),(mg/L),0.08,1.51
Periode 1, Kebon Pala ,Fluorida,(mg/L),0.18,1.51
Periode 1, Kebon Pala ,Total Hardness,(mg/L),154.55,1.51
Periode 1, Kebon Pala ,Chlorida,(mg/L),10.67,1.51
Periode 1, Kebon Pala ,Mangan (Mn),(mg/L),0.05,1.51
Periode 1, Kebon Pala ,Nitrat,(mg/L),0.15,1.51
Periode 1, Kebon Pala ,Nitrit,(mg/L),0.003,1.51
Periode 1, Kebon Pala ,Ph,(mg/L),8,1.51
Periode 1, Kebon Pala ,Seng (Zn),(mg/L),0.01,1.51
Periode 1, Kebon Pala ,Sulfat,(mg/L),12.3,1.51
Periode 1, Kebon Pala ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.51
Periode 1, Kebon Pala ,Organik (KMnO4),(mg/L),0.64,1.51
Periode 1, Kebon Pala ,Suhu,(Celcius),27.1,1.51
Periode 1, Kebon Pala ,Bakteri Koli,(Jlm/100mL),0,1.51
Periode 1, Petojo Utara ,Zat Padat Terlarut,(mg/L),304,1.57
Periode 1, Petojo Utara ,Kekeruhan,NTU,1.7,1.57
Periode 1, Petojo Utara ,Besi (Fe),(mg/L),0.34,1.57
Periode 1, Petojo Utara ,Fluorida,(mg/L),0.18,1.57
Periode 1, Petojo Utara ,Total Hardness,(mg/L),63.83,1.57
Periode 1, Petojo Utara ,Chlorida,(mg/L),36.93,1.57
Periode 1, Petojo Utara ,Mangan (Mn),(mg/L),0.08,1.57
Periode 1, Petojo Utara ,Nitrat,(mg/L),0,1.57
Periode 1, Petojo Utara ,Nitrit,(mg/L),0.003,1.57
Periode 1, Petojo Utara ,Ph,(mg/L),7.3,1.57
Periode 1, Petojo Utara ,Seng (Zn),(mg/L),0.04,1.57
Periode 1, Petojo Utara ,Sulfat,(mg/L),58.86,1.57
Periode 1, Petojo Utara ,Senyawa Aktif Biru Metilen,(mg/L),0.05,1.57
Periode 1, Petojo Utara ,Organik (KMnO4),(mg/L),4.06,1.57
Periode 1, Petojo Utara ,Suhu,(Celcius),21.6,1.57
Periode 1, Petojo Utara ,Bakteri Koli,(Jlm/100mL),0,1.57
Periode 1, Gambir ,Zat Padat Terlarut,(mg/L),216,2.34
Periode 1, Gambir ,Kekeruhan,NTU,14.7,2.34
Periode 1, Gambir ,Besi (Fe),(mg/L),0.59,2.34
Periode 1, Gambir ,Fluorida,(mg/L),0.19,2.34
Periode 1, Gambir ,Total Hardness,(mg/L),191.67,2.34
Periode 1, Gambir ,Chlorida,(mg/L),24.79,2.34
Periode 1, Gambir ,Mangan (Mn),(mg/L),0.18,2.34
Periode 1, Gambir ,Nitrat,(mg/L),0.74,2.34
Periode 1, Gambir ,Nitrit,(mg/L),0.01,2.34
Periode 1, Gambir ,Ph,(mg/L),7.2,2.34
Periode 1, Gambir ,Seng (Zn),(mg/L),0.01,2.34
Periode 1, Gambir ,Sulfat,(mg/L),46.66,2.34
Periode 1, Gambir ,Senyawa Aktif Biru Metilen,(mg/L),0.05,2.34
Periode 1, Gambir ,Organik (KMnO4),(mg/L),2.04,2.34
Periode 1, Gambir ,Suhu,(Celcius),23.1,2.34
Periode 1, Gambir ,Bakteri Koli,(Jlm/100mL),"7,6 x 103",2.34
Periode 1, Petojo Selatan ,Zat Padat Terlarut,(mg/L),311,0.79
Periode 1, Petojo Selatan ,Kekeruhan,NTU,0.3,0.79
Periode 1, Petojo Selatan ,Besi (Fe),(mg/L),0.08,0.79
Periode 1, Petojo Selatan ,Fluorida,(mg/L),0.37,0.79
Periode 1, Petojo Selatan ,Total Hardness,(mg/L),33.33,0.79
Periode 1, Petojo Selatan ,Chlorida,(mg/L),45.62,0.79
Periode 1, Petojo Selatan ,Mangan (Mn),(mg/L),0.05,0.79
Periode 1, Petojo Selatan ,Nitrat,(mg/L),1.52,0.79
Periode 1, Petojo Selatan ,Nitrit,(mg/L),0.005,0.79
Periode 1, Petojo Selatan ,Ph,(mg/L),7.5,0.79
Periode 1, Petojo Selatan ,Seng (Zn),(mg/L),0.01,0.79
Periode 1, Petojo Selatan ,Sulfat,(mg/L),34.38,0.79
Periode 1, Petojo Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.79
Periode 1, Petojo Selatan ,Organik (KMnO4),(mg/L),0.64,0.79
Periode 1, Petojo Selatan ,Suhu,(Celcius),22.8,0.79
Periode 1, Petojo Selatan ,Bakteri Koli,(Jlm/100mL),0,0.79
Periode 1, Gunung Sahari ,Zat Padat Terlarut,(mg/L),1290,3.39
Periode 1, Gunung Sahari ,Kekeruhan,NTU,0.9,3.39
Periode 1, Gunung Sahari ,Besi (Fe),(mg/L),0.08,3.39
Periode 1, Gunung Sahari ,Fluorida,(mg/L),0.7,3.39
Periode 1, Gunung Sahari ,Total Hardness,(mg/L),55.32,3.39
Periode 1, Gunung Sahari ,Chlorida,(mg/L),202.37,3.39
Periode 1, Gunung Sahari ,Mangan (Mn),(mg/L),0.05,3.39
Periode 1, Gunung Sahari ,Nitrat,(mg/L),0.04,3.39
Periode 1, Gunung Sahari ,Nitrit,(mg/L),0.005,3.39
Periode 1, Gunung Sahari ,Ph,(mg/L),8.7,3.39
Periode 1, Gunung Sahari ,Seng (Zn),(mg/L),0.01,3.39
Periode 1, Gunung Sahari ,Sulfat,(mg/L),337.34,3.39
Periode 1, Gunung Sahari ,Senyawa Aktif Biru Metilen,(mg/L),0.03,3.39
Periode 1, Gunung Sahari ,Organik (KMnO4),(mg/L),8.61,3.39
Periode 1, Gunung Sahari ,Suhu,(Celcius),21.5,3.39
Periode 1, Gunung Sahari ,Bakteri Koli,(Jlm/100mL),0,3.39
Periode 1, Karang anyar ,Zat Padat Terlarut,(mg/L),750,1.63
Periode 1, Karang anyar ,Kekeruhan,NTU,0.3,1.63
Periode 1, Karang anyar ,Besi (Fe),(mg/L),0.16,1.63
Periode 1, Karang anyar ,Fluorida,(mg/L),0.54,1.63
Periode 1, Karang anyar ,Total Hardness,(mg/L),68.09,1.63
Periode 1, Karang anyar ,Chlorida,(mg/L),161.39,1.63
Periode 1, Karang anyar ,Mangan (Mn),(mg/L),0.05,1.63
Periode 1, Karang anyar ,Nitrat,(mg/L),0.43,1.63
Periode 1, Karang anyar ,Nitrit,(mg/L),0.003,1.63
Periode 1, Karang anyar ,Ph,(mg/L),8.6,1.63
Periode 1, Karang anyar ,Seng (Zn),(mg/L),0.04,1.63
Periode 1, Karang anyar ,Sulfat,(mg/L),75.66,1.63
Periode 1, Karang anyar ,Senyawa Aktif Biru Metilen,(mg/L),0.04,1.63
Periode 1, Karang anyar ,Organik (KMnO4),(mg/L),2.02,1.63
Periode 1, Karang anyar ,Suhu,(Celcius),21.3,1.63
Periode 1, Karang anyar ,Bakteri Koli,(Jlm/100mL),37x103,1.63
Periode 1, Kartini ,Zat Padat Terlarut,(mg/L),720,2.92
Periode 1, Kartini ,Kekeruhan,NTU,1.9,2.92
Periode 1, Kartini ,Besi (Fe),(mg/L),0.21,2.92
Periode 1, Kartini ,Fluorida,(mg/L),0.64,2.92
Periode 1, Kartini ,Total Hardness,(mg/L),42.55,2.92
Periode 1, Kartini ,Chlorida,(mg/L),151.77,2.92
Periode 1, Kartini ,Mangan (Mn),(mg/L),0.05,2.92
Periode 1, Kartini ,Nitrat,(mg/L),0.84,2.92
Periode 1, Kartini ,Nitrit,(mg/L),0.24,2.92
Periode 1, Kartini ,Ph,(mg/L),8.5,2.92
Periode 1, Kartini ,Seng (Zn),(mg/L),0.04,2.92
Periode 1, Kartini ,Sulfat,(mg/L),37.15,2.92
Periode 1, Kartini ,Senyawa Aktif Biru Metilen,(mg/L),0.07,2.92
Periode 1, Kartini ,Organik (KMnO4),(mg/L),8.76,2.92
Periode 1, Kartini ,Suhu,(Celcius),21.1,2.92
Periode 1, Kartini ,Bakteri Koli,(Jlm/100mL),0,2.92
Periode 1, Kelurahan Pasar Baru ,Zat Padat Terlarut,(mg/L),560,4.43
Periode 1, Kelurahan Pasar Baru ,Kekeruhan,NTU,0.9,4.43
Periode 1, Kelurahan Pasar Baru ,Besi (Fe),(mg/L),0.14,4.43
Periode 1, Kelurahan Pasar Baru ,Fluorida,(mg/L),1.59,4.43
Periode 1, Kelurahan Pasar Baru ,Total Hardness,(mg/L),217.02,4.43
Periode 1, Kelurahan Pasar Baru ,Chlorida,(mg/L),166.95,4.43
Periode 1, Kelurahan Pasar Baru ,Mangan (Mn),(mg/L),1,4.43
Periode 1, Kelurahan Pasar Baru ,Nitrat,(mg/L),0.36,4.43
Periode 1, Kelurahan Pasar Baru ,Nitrit,(mg/L),0.025,4.43
Periode 1, Kelurahan Pasar Baru ,Ph,(mg/L),7.4,4.43
Periode 1, Kelurahan Pasar Baru ,Seng (Zn),(mg/L),0.04,4.43
Periode 1, Kelurahan Pasar Baru ,Sulfat,(mg/L),41.05,4.43
Periode 1, Kelurahan Pasar Baru ,Senyawa Aktif Biru Metilen,(mg/L),0.04,4.43
Periode 1, Kelurahan Pasar Baru ,Organik (KMnO4),(mg/L),6.83,4.43
Periode 1, Kelurahan Pasar Baru ,Suhu,(Celcius),21.1,4.43
Periode 1, Kelurahan Pasar Baru ,Bakteri Koli,(Jlm/100mL),0,4.43
Periode 1, Mangga Dua Selatan ,Zat Padat Terlarut,(mg/L),759,9.07
Periode 1, Mangga Dua Selatan ,Kekeruhan,NTU,89.9,9.07
Periode 1, Mangga Dua Selatan ,Besi (Fe),(mg/L),0.9,9.07
Periode 1, Mangga Dua Selatan ,Fluorida,(mg/L),0.69,9.07
Periode 1, Mangga Dua Selatan ,Total Hardness,(mg/L),258.33,9.07
Periode 1, Mangga Dua Selatan ,Chlorida,(mg/L),247.94,9.07
Periode 1, Mangga Dua Selatan ,Mangan (Mn),(mg/L),1.78,9.07
Periode 1, Mangga Dua Selatan ,Nitrat,(mg/L),0.43,9.07
Periode 1, Mangga Dua Selatan ,Nitrit,(mg/L),0.009,9.07
Periode 1, Mangga Dua Selatan ,Ph,(mg/L),7.6,9.07
Periode 1, Mangga Dua Selatan ,Seng (Zn),(mg/L),0.33,9.07
Periode 1, Mangga Dua Selatan ,Sulfat,(mg/L),13.75,9.07
Periode 1, Mangga Dua Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.22,9.07
Periode 1, Mangga Dua Selatan ,Organik (KMnO4),(mg/L),11.73,9.07
Periode 1, Mangga Dua Selatan ,Suhu,(Celcius),24.2,9.07
Periode 1, Mangga Dua Selatan ,Bakteri Koli,(Jlm/100mL),7 x 103,9.07
Periode 1, Cempaka Baru ,Zat Padat Terlarut,(mg/L),334,0.94
Periode 1, Cempaka Baru ,Kekeruhan,NTU,0.5,0.94
Periode 1, Cempaka Baru ,Besi (Fe),(mg/L),0.08,0.94
Periode 1, Cempaka Baru ,Fluorida,(mg/L),0.22,0.94
Periode 1, Cempaka Baru ,Total Hardness,(mg/L),58.33,0.94
Periode 1, Cempaka Baru ,Chlorida,(mg/L),45.62,0.94
Periode 1, Cempaka Baru ,Mangan (Mn),(mg/L),0.05,0.94
Periode 1, Cempaka Baru ,Nitrat,(mg/L),0.61,0.94
Periode 1, Cempaka Baru ,Nitrit,(mg/L),0.003,0.94
Periode 1, Cempaka Baru ,Ph,(mg/L),7.4,0.94
Periode 1, Cempaka Baru ,Seng (Zn),(mg/L),0.01,0.94
Periode 1, Cempaka Baru ,Sulfat,(mg/L),47.49,0.94
Periode 1, Cempaka Baru ,Senyawa Aktif Biru Metilen,(mg/L),0.05,0.94
Periode 1, Cempaka Baru ,Organik (KMnO4),(mg/L),1.12,0.94
Periode 1, Cempaka Baru ,Suhu,(Celcius),24,0.94
Periode 1, Cempaka Baru ,Bakteri Koli,(Jlm/100mL),100,0.94
Periode 1, Gunung Sehari Selatan ,Zat Padat Terlarut,(mg/L),326,1.90
Periode 1, Gunung Sehari Selatan ,Kekeruhan,NTU,0.2,1.90
Periode 1, Gunung Sehari Selatan ,Besi (Fe),(mg/L),0.08,1.90
Periode 1, Gunung Sehari Selatan ,Fluorida,(mg/L),0.24,1.90
Periode 1, Gunung Sehari Selatan ,Total Hardness,(mg/L),412.5,1.90
Periode 1, Gunung Sehari Selatan ,Chlorida,(mg/L),31.74,1.90
Periode 1, Gunung Sehari Selatan ,Mangan (Mn),(mg/L),0.05,1.90
Periode 1, Gunung Sehari Selatan ,Nitrat,(mg/L),1.9,1.90
Periode 1, Gunung Sehari Selatan ,Nitrit,(mg/L),0.003,1.90
Periode 1, Gunung Sehari Selatan ,Ph,(mg/L),7.8,1.90
Periode 1, Gunung Sehari Selatan ,Seng (Zn),(mg/L),0.01,1.90
Periode 1, Gunung Sehari Selatan ,Sulfat,(mg/L),33.11,1.90
Periode 1, Gunung Sehari Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.06,1.90
Periode 1, Gunung Sehari Selatan ,Organik (KMnO4),(mg/L),0.06,1.90
Periode 1, Gunung Sehari Selatan ,Suhu,(Celcius),24,1.90
Periode 1, Gunung Sehari Selatan ,Bakteri Koli,(Jlm/100mL),2500,1.90
Periode 1, Kebon Kosong ,Zat Padat Terlarut,(mg/L),3280,7.13
Periode 1, Kebon Kosong ,Kekeruhan,NTU,0.6,7.13
Periode 1, Kebon Kosong ,Besi (Fe),(mg/L),0.08,7.13
Periode 1, Kebon Kosong ,Fluorida,(mg/L),0.49,7.13
Periode 1, Kebon Kosong ,Total Hardness,(mg/L),195.83,7.13
Periode 1, Kebon Kosong ,Chlorida,(mg/L),1859.54,7.13
Periode 1, Kebon Kosong ,Mangan (Mn),(mg/L),0.5,7.13
Periode 1, Kebon Kosong ,Nitrat,(mg/L),1.32,7.13
Periode 1, Kebon Kosong ,Nitrit,(mg/L),0.885,7.13
Periode 1, Kebon Kosong ,Ph,(mg/L),8,7.13
Periode 1, Kebon Kosong ,Seng (Zn),(mg/L),0.01,7.13
Periode 1, Kebon Kosong ,Sulfat,(mg/L),336.06,7.13
Periode 1, Kebon Kosong ,Senyawa Aktif Biru Metilen,(mg/L),0.1,7.13
Periode 1, Kebon Kosong ,Organik (KMnO4),(mg/L),8.94,7.13
Periode 1, Kebon Kosong ,Suhu,(Celcius),23.9,7.13
Periode 1, Kebon Kosong ,Bakteri Koli,(Jlm/100mL),0,7.13
Periode 1, Kemayoran ,Zat Padat Terlarut,(mg/L),339,2.79
Periode 1, Kemayoran ,Kekeruhan,NTU,11,2.79
Periode 1, Kemayoran ,Besi (Fe),(mg/L),0.08,2.79
Periode 1, Kemayoran ,Fluorida,(mg/L),0.25,2.79
Periode 1, Kemayoran ,Total Hardness,(mg/L),500,2.79
Periode 1, Kemayoran ,Chlorida,(mg/L),50.08,2.79
Periode 1, Kemayoran ,Mangan (Mn),(mg/L),0.11,2.79
Periode 1, Kemayoran ,Nitrat,(mg/L),0.79,2.79
Periode 1, Kemayoran ,Nitrit,(mg/L),0.041,2.79
Periode 1, Kemayoran ,Ph,(mg/L),7.5,2.79
Periode 1, Kemayoran ,Seng (Zn),(mg/L),0.06,2.79
Periode 1, Kemayoran ,Sulfat,(mg/L),30.91,2.79
Periode 1, Kemayoran ,Senyawa Aktif Biru Metilen,(mg/L),0.03,2.79
Periode 1, Kemayoran ,Organik (KMnO4),(mg/L),3.52,2.79
Periode 1, Kemayoran ,Suhu,(Celcius),23.9,2.79
Periode 1, Kemayoran ,Bakteri Koli,(Jlm/100mL),"1,86 x 108",2.79
Periode 1, Serdang ,Zat Padat Terlarut,(mg/L),544,1.83
Periode 1, Serdang ,Kekeruhan,NTU,0.2,1.83
Periode 1, Serdang ,Besi (Fe),(mg/L),0.08,1.83
Periode 1, Serdang ,Fluorida,(mg/L),0.33,1.83
Periode 1, Serdang ,Total Hardness,(mg/L),329.17,1.83
Periode 1, Serdang ,Chlorida,(mg/L),74.38,1.83
